,Time,Text
113,2019-01-03 23:47:46+00:00,bank of america crypto strategy via youtube finance bitcoin
114,2019-01-03 23:47:37+00:00,bankscrewedus bankofamerica the play recorded loop offering services they can’t provide simplest most basic service of all. answering darn phone
115,2019-01-03 23:46:59+00:00,bank america / merrill lynch where for fx
116,2019-01-03 23:46:52+00:00,bank america / merrill lynch where for fx
117,2019-01-03 23:45:16+00:00,bank america / merrill lynch where for fx
118,2019-01-03 23:42:10+00:00,is email new sexist bank america app assistant named erica... i want a more transgender name an app assistant... offended now.
119,2019-01-03 23:39:59+00:00,"bank america, spoke next tyra dais c. rice rj miller still bach kept cutting on lecture tyra stating following serious commentary on art art sake ""you one diverse classes the school ever admitted."
120,2019-01-03 23:36:32+00:00,dk bankofamerica bidmchealth old atms
121,2019-01-03 23:36:21+00:00,lizlippphoto bankofamerica yes yes
122,2019-01-03 23:36:09+00:00,jetman bankofamerica i sad got rid the music. as former employee i heard stupid music years lol
123,2019-01-03 23:35:17+00:00,"""with bank america, spoke next ""you one the diverse classes ever watch antm sitting and vomiting continuously."""
124,2019-01-03 23:35:11+00:00,davelieber simoneahill hisgirlhildy bankofamerica reedmichelles mastercard &amp; visa seems some issuing big banks forget your brand comes fraud liability consumers unless are serious extenuating circumstances.
125,2019-01-03 23:34:54+00:00,edestefa bankofamerica i told a call center manager that you transferred s they t want take ownership your problem mainly it counts them it t get done
126,2019-01-03 23:33:44+00:00,alanazi mousa hotwire bankofamerica what happened bofa side?
127,2019-01-03 23:33:11+00:00,stevenrscott bankofamerica they t good either unfortunate
128,2019-01-03 23:31:36+00:00,madisonmaloneaz just careful though. some banks most notably bank of america become sensitive it comes transferring money using apps.
129,2019-01-03 23:30:14+00:00,"bank america... i’m sorry cursing y’all mom my mail i got my card, thanks"
130,2019-01-03 23:23:47+00:00,"royalwaxvestas taipan straunco malguilfoyle nickcohen yes also true, that entity now people strong least. it s not simple paperwork exercise. bank of america also set there, nearly new staff."
131,2019-01-03 23:22:08+00:00,bank america plaza draws new tech firms following million renovation foxatlanta
132,2019-01-03 23:21:57+00:00,bank america
133,2019-01-03 23:20:33+00:00,linkedinhelp i received pfishing email someone pretending be linkedin. do have email address i forward to investigation? apple bank america so i thought i would ask you.
134,2019-01-03 23:19:14+00:00,"bankofamerica once favorite financial institutions due poor customer service, non customer friendly policies i’m looking change my business chase wellsfargo..."
135,2019-01-03 23:18:44+00:00,bank america employee asks out “ohhh...i bank w/ chase..”
136,2019-01-03 23:14:30+00:00,man every time i get otp bank america gotta go on somebody ugly ass child. why df was my card sent out last thursday and its still not here. bitch its thursday again. on top that i reported this bitch lost last sunday. atp i’m finna open a bank.
137,2019-01-03 23:13:05+00:00,"family fun day ——————————— saturday, january a.m. p.m. adults l seniors l kids kids ages under free bank america cardholders free upcountry…"
138,2019-01-03 23:09:31+00:00,bankofamerica trash fuck y’all thieving ass bitches
139,2019-01-03 23:07:15+00:00,you guys ruined vacation. i hate both. hotwire bankofamerica
140,2019-01-03 23:02:47+00:00,open position bank america
141,2019-01-03 23:00:24+00:00,"bankofamerica third time today hold over minutes, transferred multiple times no one the answer my question"
142,2019-01-03 22:59:32+00:00,"brinana rose alexrocha kaets as someone works bank, is actually a brilliant idea. and honestly, see they something is travel rewards type. i know suntrust bank america some good things that regard."
143,2019-01-03 22:58:47+00:00,bankofamerica tired trying call line a fraudulent charge. cannot connect when you call and try connect service disconnects. please advise
144,2019-01-03 22:57:21+00:00,"wells fargo, bank america offer help clients amid government shutdown cnbc"
145,2019-01-03 22:56:50+00:00,bank america’s ‘mega m&amp;a’ unlikely call got sucker punched bristol deal
146,2019-01-03 22:51:18+00:00,"it never stop weird the bankofamerica virtual assistant the name i. i get emails subject lines like, “erica, see erica help you.”"
147,2019-01-03 22:50:44+00:00,"the jolly banker for bank of america, crime is now an ordinary cour..."
148,2019-01-03 22:50:36+00:00,the jolly banker bank america whistle blower’s bombshell “we we...
149,2019-01-03 22:50:05+00:00,"the jolly banker jpmorgan chase, bank america &amp; citi bar people ..."
150,2019-01-03 22:43:01+00:00,"join us disrupting healthcare how data, m&amp;a consumerism could hold cure. / txscottishrite thank to gold sponsors bankofamerica bkdllp bcbstx childrenstheone hdr inc jedunn medcityhospital"
151,2019-01-03 22:40:59+00:00,"bank america continues add tools its popular investing platform, merrill edge. thurs. it launched fund evaluation resource called fund story, has details esg data along w/ fund holdings, costs &amp; ratings. thinkadvisortech"
152,2019-01-03 22:38:53+00:00,bofa help bankofamerica bankofamerica i money your account &amp; not able tto get ahold anyone chase wellsfargo real people answer phone i scared i need answer days phone calls &amp; return calls calabasasboa tonirose one them.
153,2019-01-04 23:55:16+00:00,what perfect reason create new family tradition. visit participating museum free every first full weekend the month museumsonus bankofamerica . visit chsgeorgia scadmoa locally beautiful savannah
154,2020-09-28 15:04:50+00:00,"our next rnabenchbedside speaker hardly needs introduction. don miss hearing n lorem founder ceo ionis founder executive chairman the board, drstanleycrooke. register attend natureconf today"
155,2019-01-04 23:55:08+00:00,redcobrapup bankofamerica every branch different... depends how lame manager
156,2019-01-04 23:54:41+00:00,cstokes bankofamerica you correct
157,2019-01-04 23:54:28+00:00,okay bank america got fucked
158,2019-01-04 23:53:54+00:00,"bankofamerica ridiculous having employees, silverado bermuda las vegas needs hire people worst bank america ‍️"
159,2019-01-04 23:53:54+00:00,dashman davereaboi bofa help bankofamerica their bot annoying
160,2019-01-04 23:52:36+00:00,scottmlleroc bankofamerica scott i used be banker refer people to merchant services.. they wine dine to get to sign contract then problems... yeah ll blow off. stinks. i sorry you are going thru that..
161,2019-01-04 23:52:02+00:00,bank america pissed real good
162,2019-01-04 23:51:19+00:00,bankofamerica is anyone actually going answer celtsfan phone call is going be hold over hour? i’m glad i don’t bank you. ridiculous horribleservice bankofamerica
163,2019-01-04 23:50:45+00:00,"hey, me favor. don’t give money gillibrand. morganstanley goldmansachs bankofamerica citi she’s very intelligent &amp; folks catch immediately. let’s be wasteful like happened texas, yes?"
164,2019-01-04 23:50:13+00:00,read crypto &amp; forex news bank america / merrill lynch where for fx bitcoin btc cryptocurrency
165,2019-01-04 23:49:57+00:00,"mommineasy bankofamerica they say can release and it hard post ""probably tomorrow"" i heard weasel of things like too often"
166,2019-01-04 23:47:10+00:00,bankofamerica sucks
167,2019-01-04 23:46:41+00:00,"️economic bubble? big banks total assets x total exposure to derivatives x citibank total assets ,,,, total exposure to derivatives ,,,, … panama papers deutsche bank morgan stanley bank of america grupo de lima"
168,2019-01-04 23:45:08+00:00,"i’m really starting hate bankofamerica i’ve sitting hold minutes hour go i need boa release , i wrongfully charged the merchant reimbursed days ago the initial amount still pending ."
169,2019-01-04 23:41:34+00:00,"from january , plane hits bank america building tampa via youtube"
170,2019-01-04 23:39:39+00:00,bankofamerica wellsfargo chase the lady asked all question. please respond empathy you understand federal workers going through.
171,2019-01-04 23:38:08+00:00,"one auburn’s overlooked lost landmarks stands you today, testament a time buildings bank buildings especially constructed a look oozed financial stability. the bank america..."
172,2019-01-04 23:35:39+00:00,time buy bank america contrarian indicator strong track record signals rally ahead.
173,2019-01-04 23:34:41+00:00,"i cancelled saving account bank america they charging a ""maintenance fee"", now checking account a dollar maintenance fee?? wtf this bullshit"
174,2019-01-04 23:34:28+00:00,claudia claudiaalende bankofamerica you’re welcome babe
175,2019-01-04 23:34:00+00:00,a bankofamerica patent describes blockchain powered atms via futurism
176,2019-01-04 23:29:52+00:00,time buy bank america contrarian indicator strong track record signals rally ahead
177,2019-01-04 23:28:08+00:00,enjoy local museums museumsonus bankofamerica
178,2019-01-04 23:24:43+00:00,bankofamerica excited partner tucsonmuseumart this great courageousconversation event i looking forward hearing marla franco &amp; other great panelists &amp; moderator register today this great event
179,2019-01-04 23:24:39+00:00,get shit together bankofamerica i can’t keep calling waiting minute rips
180,2019-01-04 23:20:04+00:00,bank america upgrades intel it ride a chip slowdown its shares cheap
181,2019-01-04 23:14:34+00:00,bank of america listed are shares like for start the months technologynews
182,2019-01-04 23:11:10+00:00,"wow... bank america phone customer service very good. i very surprised i talked a polite, happy cheerful american the phone. wait time minute too... i need start call bank instead walking and waiting long hour."
183,2019-01-04 23:08:54+00:00,bank america / rule
184,2019-01-04 23:07:50+00:00,fhatmescudi i’d rather recommend bank of america wells fargo many reasons
185,2019-01-04 23:03:47+00:00,intel jumping bank america upgrade today riskreversal sees a bigger breakout ahead intc
186,2019-01-04 23:03:23+00:00,sheriffed hcso kprccathy you not viewed yet? why not? have gone bank america? do need boycott of surrounding stores get the videos? wtf??
187,2019-01-04 23:01:04+00:00,congress ave austin tx – bank america center the bank america center a class a office building located the austinofficebuildings
188,2019-01-04 22:59:13+00:00,bankofamerica you guys system makes things confusing us see you screwed us
189,2019-01-04 22:58:40+00:00,bankofamerica i already the phone waiting a supervisor that couldn’t help me.
190,2019-01-04 22:57:32+00:00,"according to this us bank nothing has changed for the direction of the us market bank of america declares ""apocalypse dow"" banks earnings"
191,2019-01-04 22:55:54+00:00,"dadbert bankofamerica this why i vocally &amp; wholeheartedly support &amp; use credit unions. all same tools &amp; services, none the corporate shenanigans."
192,2019-01-04 22:55:13+00:00,"it’s day four and leaving oncologist my steroid treatment, i got escorted bank of america calling guy dumb bitch. happy friday y’all"
193,2019-01-04 22:53:53+00:00,bankofamerica i’ve on hold minutes report fraudulent transactions. this insane.
194,2019-01-04 22:53:06+00:00,"bankofamerica , please withdraw charges my account order were charged. rearranging the order placing largest smallest the hopes will overdraw overdraft fees wrong &amp; scum business. i t/haven overdrawn. no more games."
195,2019-01-04 22:52:34+00:00,aspiration bankofamerica you t to. bankofamerica is joke.
196,2019-01-04 22:50:06+00:00,josiealmanzaa engxl lmfaoooooo bank of america
197,2019-01-04 22:46:34+00:00,"finex more atm coverage bank america citibank combined , surcharge free atm’s allpoint allpoint atm"
198,2019-01-04 22:45:57+00:00,justcallmenas bankofamerica unfortunate this the norm
199,2019-01-04 22:45:13+00:00,imabuythat bankofamerica because s every day them
200,2019-01-04 22:44:46+00:00,davalosanay bankofamerica lol don want work there...
201,2019-01-04 22:40:19+00:00,i still hate bank america
202,2019-01-04 22:39:40+00:00,get free admission weekend present bankofamerica merrilllynch credit debit card a picture id weekend first full weekend every month one free general admission ticket staycuriouscle
203,2019-01-04 22:35:15+00:00,"realdonaldtrump yeah, like bank america, wells fargo, ladder capital, scores plumbers, painters, carpenters, small businesses ve stiffed. maybe s the credit get is money laundering schemes your old pal, vladimir putin?"
204,2019-01-05 23:55:26+00:00,for artlover friends get free museum admission with your bank america debit credit card this weekend lifehacker
205,2020-09-28 15:04:50+00:00,"our next rnabenchbedside speaker hardly needs introduction. don miss hearing n lorem founder ceo ionis founder executive chairman the board, drstanleycrooke. register attend natureconf today"
206,2019-01-05 23:52:28+00:00,get free museum admission with your bank america debit credit card this weekend
207,2019-01-05 23:51:29+00:00,"bankofamerica yo... yaw shit.. make wanna a safe, kick olsschool tuck in mattress smh don’t ask just know.. i’m bailing"
208,2019-01-05 23:49:04+00:00,bankofamerica needs call asap
209,2019-01-05 23:48:15+00:00,"ok i hate bankofamerica y’all won’t even let verify checking account activity im logged in, will put on hold forever, then don’t even notify until i try use atm"
210,2019-01-05 23:47:26+00:00,i just posted new blog get free museum admission with your bank america debit credit card this weekend
211,2019-01-05 23:41:18+00:00,"bank of america on pennsylvania avenue in black and white washington, dc."
212,2019-01-05 23:36:52+00:00,mastraugh itsdamnnene oh girl bank america
213,2019-01-05 23:24:51+00:00,ericvbailey what bank america to with anything?
214,2019-01-05 23:15:36+00:00,bankofamerica no one working right now? it’s joke i been hold an hour a half. can’t even chat online either....
215,2019-01-05 23:08:08+00:00,get free museum admission with your bank america debit credit card this weekend
216,2019-01-05 23:01:56+00:00,"millennials want become homeowners than want get married have kids. a full percent millennials list owning home a top priority, according bank america homebuyer insights report, surve"
217,2019-01-05 23:00:13+00:00,"thanks, bankofamerica, no, wasn someone using card nefariously walgreens. that just paying meds the first time our new high deductible health plan. ouch"
218,2019-01-05 23:00:05+00:00,support local church synagogue. worship bank america.
219,2019-01-05 22:55:33+00:00,bankofamerica need immediate assistance a billing issue
220,2019-01-05 22:54:51+00:00,"brentsbaker bofa help bankofamerica exact thing happening me. mobile app, multiple browsers online i no access approx k my savings account day. been hold hrs."
221,2019-01-05 22:54:39+00:00,i think it’s time i get with bankofamerica
222,2019-01-05 22:54:33+00:00,"bankofamerica wow, i t access savings account, i waited almost hours talk customer service. what hell happening?"
223,2019-01-05 22:52:12+00:00,jamesbromley bankofamerica are still paid cheque every weeks too?
224,2019-01-05 22:49:21+00:00,i’m back bank america next pp. ufck this.
225,2019-01-05 22:48:26+00:00,platanofeo lmao bank america replied
226,2019-01-05 22:48:07+00:00,bankofamerica suddenly i cannot transfer money online my savings account my checking account. on hold an hour what hell going on?
227,2019-01-05 22:46:32+00:00,brentsbaker bofa help bankofamerica having exact problem on hold the better part an hour well.
228,2019-01-05 22:41:51+00:00,that moment you deposit large check tuition money hits then several days later bankofamerica decides withdraw money put day hold money that wont there time pay the university
229,2019-01-05 22:40:41+00:00,bankofamerica i been hold two hours the wait time minutes. i wouldn’t wait it not important.
230,2019-01-05 22:39:46+00:00,"lexulloa ask wellsfargo bankofamerica plus you create rule like you get person will go ""screw i never coming again"" is they want. they striving lessen person transactions error mitigation to limit staff"
231,2019-01-05 22:38:57+00:00,lexulloa ask wellsfargo bankofamerica lol. i worked a bank america thirteen years don get rule either. if know account number isn protecting client doesn make sense anymore. they mainly want avoid possible errors they t fix their tellers customer
232,2019-01-05 22:37:18+00:00,ericvbailey that doesn’t look like bank america.
233,2019-01-05 22:36:51+00:00,lisadoesntweet bankofamerica because want captive audience set appointments maybe migrate sales their bankers.. that a long line
234,2019-01-05 22:36:02+00:00,"bankofamerica treat your customers same; don’t kiss millionaires’ asses bz u didn’t us nobodies charge every unheard fees the world, u wouldn’t profitable. making ppl wait hr x no one picking the phone disconnecting. y’all stink"
235,2019-01-05 22:35:40+00:00,kevinmgross bankofamerica lol i worked for years in i trained how to use fax machine i no damn clue it
236,2019-01-05 22:35:22+00:00,ericvbailey what bank america this time?
237,2019-01-05 22:34:39+00:00,get free museum admission with your bank america debit credit card this weekend
238,2019-01-05 22:30:09+00:00,"broke at bankofamerica fairfield, ca"
239,2019-01-05 22:30:05+00:00,bank america a piece shit bank; been them ever; they charge people fees even they don’t pay anything the merchants. the supervisors trashy; everything abt boa a nightmare; i’m a millionaire i don’t matter..us nobodys need leave em
240,2019-01-05 22:24:31+00:00,rtorres its only one that area lol bankofamerica really a revaluation that one though.
241,2019-01-05 22:22:03+00:00,"wall street bonus season back. here when bank america, citi, goldman sachs, jpmorgan, morgan stanley announce bonuses employees."
242,2019-01-05 22:17:57+00:00,a dude named phil bank america help hit up asking crazy questions. watch emails
243,2019-01-05 22:15:32+00:00,bank america enforces new month rule via youtube
244,2019-01-05 22:03:58+00:00,get free museum admission with your bank america debit credit card this weekend via vilnis life
