,curr_close,prev_close,pos_sentiment,neg_sentiment
112,1,0,76.74644190724489,73.87543474271898
113,0,1,64.41857955680233,66.44413993014555
114,1,0,37.68271954556405,27.292015556825096
115,1,1,31.451883558287644,23.535761817097367
116,1,1,7.368561358980981,-0.5365633324723409
117,1,1,28.94933640137752,8.42868841003883
118,0,1,54.03918796006978,74.05549187522489
119,1,0,32.86467890664951,26.40586715667123
120,0,1,10.02289642961401,-0.13279535070444526
121,1,0,69.81328920233538,30.455846558473752
122,1,1,57.287679742675685,6.462236119547569
123,0,1,43.97024351885862,22.360086380696536
124,1,0,33.369702672264566,21.356307519050986
125,1,1,37.4328761072668,32.914391956745135
126,1,1,55.60214102142566,13.40205841302837
127,1,1,26.173377353822914,26.77343515265047
128,1,1,50.05636616652691,46.97965802576531
129,1,1,30.263937231013788,11.498729284895262
130,1,1,41.26125409098323,21.552760909118334
131,0,1,41.34819479329017,29.303008333176066
132,1,0,20.86295332336859,20.77474126746306
133,1,1,41.73475477827082,42.882350914923
134,0,1,6.754565896800817,-2.5628816642656465
135,0,0,20.43568699227163,9.794124073679512
136,0,0,27.95493988245398,18.26711508729265
137,0,0,18.035493381718073,-1.3156239851935116
138,1,0,20.692832126236816,19.155961324414395
139,1,1,100.76515631895315,89.96485018832412
140,1,1,31.873495909102278,27.166210762039665
141,0,1,42.11972537419272,58.23429035932077
142,0,0,60.245486367067805,34.97196954470324
143,0,0,40.546033136325555,23.2534761032573
144,0,0,43.19046263680163,22.9946051351059
145,0,0,78.2732626065482,62.785319984679646
146,0,0,20.780040763004845,6.911688888522569
147,0,0,41.41838813343077,9.746043554769642
148,0,0,42.098414735826225,38.67323670609782
149,1,0,97.00001040556454,114.0731967552097
150,1,1,16.32207222825419,-1.636290282893612
151,1,1,3.065829355403456,-4.04248620591062
152,0,1,64.73375122469426,40.454563221538876
153,0,0,44.95000109191096,24.700344133801824
154,1,0,94.62334975898915,57.19140731694635
155,0,1,45.4632855793075,27.76256547740222
156,1,0,15.449078292170814,11.57154266392898
157,1,1,7.771324872662004,-0.06463164133577282
158,1,1,35.654962615784065,17.644852066905614
159,0,1,19.244290474252022,11.92161263770845
160,1,0,37.02687602016078,60.20618792068363
161,0,1,33.284672182425076,23.146524339113267
162,0,0,72.53604674039961,46.586088660723775
163,1,0,46.65411338884772,36.40740263404878
164,0,1,27.50982749776026,9.813283438436997
165,1,0,8.803026699974772,8.699266902113962
166,1,1,63.02513654478255,43.929887526806304
167,0,1,32.00885562868695,20.071174445169454
168,1,0,34.47976304331272,20.85886738711571
169,1,1,29.510438109958788,8.204536177973367
170,1,1,80.05021192629248,97.68227197287071
171,0,1,40.194938719687165,69.77472160521627
172,0,0,22.190109854213606,6.65221547751406
173,0,0,39.104424969324285,32.32705202867044
174,1,0,40.45781360360034,33.234699067250816
175,1,1,53.251214220534116,39.88347864124161
176,0,1,24.181657712418687,20.528095850457614
177,0,0,22.70908196730505,20.93255677975643
178,1,0,8.721433983899146,0.3750456098153978
179,0,1,25.211409743089906,24.15187837380192
180,1,0,39.41638316994921,9.651973733016717
181,0,1,30.487681773011335,0.29248054445860516
182,0,0,57.19537438679757,38.81032655444595
183,0,0,20.036360265433192,9.95084423314134
184,1,0,31.348993985369557,10.243064791313998
185,0,1,17.451465438584084,40.204319880214676
186,0,0,52.42381207470031,31.786268311204942
187,1,0,20.834002533461806,18.265153041563284
188,0,1,61.964888111486786,31.711320951407153
189,0,0,14.034356277176645,19.420175996578465
190,1,0,18.072174873796516,7.389201115573364
191,1,1,59.77720798185526,25.996076506803064
192,0,1,32.881986391199156,22.304023131507492
193,0,0,51.77850885788509,48.84215941703151
194,1,0,39.840428579151165,19.753967538635322
195,0,1,34.17299933555893,32.31834561840963
196,1,0,70.71731613474026,80.58753256551151
197,1,1,27.67570407086292,14.688115164745929
198,1,1,58.02215963025895,39.24347288796177
199,1,1,59.70025680215887,29.828015294222567
200,1,1,43.90710012391671,33.780465182673765
201,0,1,62.991243637283226,73.12723066178798
202,1,0,50.36787421644332,40.991466542972574
203,0,1,65.2864451198507,37.782237862821916
204,0,0,61.20652960223261,21.824531087883912
205,1,0,11.499189527835675,-2.0453512471011277
206,0,1,30.45698009103808,5.869513935898247
207,1,0,49.27554086602409,33.72231872239792
208,0,1,33.0371199276047,15.625138281472523
209,1,0,73.37024360461578,40.2469058916153
210,0,1,44.19160142526403,22.748909768210765
211,1,0,22.332036505704057,28.432392646639343
212,1,1,42.1048037376112,28.812114784132675
213,0,1,30.33038897256061,9.605305036161212
214,0,0,20.28123815032166,9.369965554231499
215,0,0,62.64005326084423,33.18961138247903
216,0,0,19.618992862365143,1.2090654157188179
217,0,0,46.21718045470827,58.64268391306468
218,1,0,24.947767183994348,26.084761701421556
219,0,1,31.84958765713576,22.810052102492065
220,1,0,43.367421975751704,55.10054961037726
221,0,1,21.8771227300008,7.62084968441701
222,1,0,44.10060779140007,30.02891725274341
223,1,1,8.131817823352623,8.0079091007538
224,0,1,22.711878449258872,17.71405837090678
225,0,0,41.15303810162545,32.47568332474548
226,1,0,40.05964668821589,21.28547355222551
227,1,1,22.82884622543324,14.471724519778903
228,1,1,9.039421405846257,0.2875679236543429
229,1,1,10.090881661246804,8.784994510859207
230,0,1,52.65552463713015,22.79665671256573
231,0,0,31.93837321382662,18.83955573821793
232,0,0,20.17511947934483,20.410044674964382
233,0,0,43.97024351885862,22.360086380696536
234,0,0,22.832469252920912,21.104284811260086
235,1,0,47.72047540702044,29.901321586304682
236,0,1,68.33818811854456,35.41862033045669
237,0,0,24.362043439784618,30.852166294038767
238,1,0,29.353210108799818,9.678603687702683
239,1,1,8.264877852389667,0.890215963902008
240,1,1,6.706727431772923,7.859615804677311
241,1,1,50.14733914636744,33.77611676944558
242,1,1,9.225567424782579,6.658261120587909
243,0,1,48.16512094516201,60.245788071357964
244,1,0,19.92008385700233,11.35029184490449
245,0,1,23.523363957431815,41.82300543026629
246,1,0,43.40339908973028,15.617286597011388
247,0,1,118.8742237630248,79.54377619757298
248,1,0,21.979580116042108,20.57238676011188
249,1,1,39.610335367054766,42.35859059800464
250,0,1,59.496667981143716,46.18833563350251
251,1,0,79.31114902391775,61.48383559766101
