,curr_close,prev_close,pos_sentiment,neg_sentiment
0,1,0,66.97592609158492,71.83459462136356
1,1,1,42.887675401389465,32.37915032398279
2,0,0,74.38506088957426,60.598952991722385
3,0,1,18.51742330109455,9.03416252051538
4,0,1,38.13294686257989,27.958940624127386
5,1,1,10.02289642961401,-0.13279535070444526
6,1,1,32.1235423446334,12.296626666782217
7,1,0,10.02289642961401,-0.13279535070444526
8,1,0,8.958752606333064,-1.1443073629654354
9,0,0,47.01526120874333,20.185053764380285
10,1,1,45.721064908139944,35.97894376517196
11,1,1,40.01651808116014,19.227256158454225
12,1,1,5.47148181376306,-1.2986220551716205
13,0,1,72.26665434951865,58.19056052427156
14,0,0,40.6208538218215,0.977406375933604
15,1,1,30.36680559804316,21.938006003732873
16,1,1,28.054376910357252,13.145495342049358
17,0,1,10.02289642961401,-0.13279535070444526
18,1,0,47.939842009194685,18.069784597036502
19,1,0,48.839862274230015,27.949704135458788
20,0,1,18.36532909020816,9.383520304972485
21,0,1,33.04999558988255,22.902211184987657
22,0,0,8.386455569950574,-1.1491783242483113
23,1,1,59.34128264985868,50.045104303443544
24,1,1,40.980232523739645,29.742615517828696
25,1,0,11.827514314622002,11.747076129694113
26,0,0,7.667829261909003,-2.46508367053918
27,0,0,15.009777355979981,26.608987604886895
28,1,1,9.745165095206417,9.77392275644555
29,0,1,55.494547708367485,24.021754792619205
30,0,1,18.755220118955993,11.254849835101872
31,1,0,9.325769473319179,-0.04035215100599787
32,1,0,29.824627931277778,13.040252068182362
33,1,1,31.84958765713576,22.810052102492065
34,1,0,9.322078361691627,7.736438052654691
35,0,0,11.23035565068383,21.465832090847346
36,1,1,5.008707937959746,7.282320380743805
37,1,1,26.455424278803907,7.377263152645192
38,0,1,71.7376732403369,59.605894191585335
39,0,1,16.560614572345546,9.559611312015804
40,0,0,21.370619392005324,38.5503166399624
41,0,1,48.34497612868032,27.012476618553038
42,1,1,63.16085587395775,33.39483628013049
43,1,0,50.30560144184022,51.40055277305741
